str_no_string|NO STRING!
str_sprechen_sie_mit_zann_fort_captain|Talk to Zann Fort Captain.{***}
str_joan_zwiebel_army_eliminated_by_another|Joan Zwiebel's Army has been eliminated by another party.{***}
str_mercenaries_tolranian_spymaster_eliminated_by_another|Tolranian Spymaster's Mercenaries Army has been eliminated by another party.{***}
str_ismael_army_eliminated_by_another|The army of the Eagle Knights led by Brother Ismael has been eliminated by another party.{***}
str_ismael_army|Defeat an army of the Eagle Knights led by Brother Ismael near {s9}.{***}
str_ankars_caravan_eliminated_by_another|Ankars supply Caravan has been eliminated by another party.{***}
str_ankars_caravan|Defeat Ankars supply caravan{***}
str_defeat_a_group_of_mercenary_warband_eliminated_by_another|The mercenary warband has been eliminated by another party.{***}
str_group_sut_giant_eliminated_by_another|A group of Sut Giant interested in the Path of the Wolf has been eliminated by another party.{***}
str_defeat_a_mysterious_group_eliminated_by_another|Mysterious group has been eliminated by another party.{***}
str_defeat_a_group_of_mercenary_warband|Defeat a group of mercenary warband.{***}
str_defeat_a_mysterious_group|Defeat a mysterious group.{***}
str_group_of_mercenary_warband_variant_1|The lord of this town hired a mercenary company during a war some time a go. Now the war is over but the lord refused to pay mercenaries for their service, and they, enraged, started to plunder the vicinity. I am asking you to rid us of these thugs!{***}
str_group_of_mercenary_warband_variant_2|A band of deserters appeared near the town and started robbing traveling merchants. I want you to kill the bastards!{***}
str_group_of_mercenary_warband_variant_3|A group of soldiers recently returned home from war. But the only thing they are doing now is drinking and killing. Please, rid us of these bandits!{***}
str_group_of_mercenary_warband_variant_4|Some time ago our lord offended another lord. Now that bastard hired bandits to plunder the vicinity if this town. I need you to deal with them.{***}
str_defeat_squad_amazon|You have to find and defeat an amazon party. They will be expecting a trade caravan from Lille. Talk to Captain Berkut for more details.{***}
str_who_are_you|Who are you? What do you want?.{***}
str_dont_come_any_closer|Don't come any closer, stranger! I'm warning you: we are strong, well-armed and dangerous!{***}
str_what_do_you_want_from_us|What do you want from us? We are simple travelers!{***}
str_hey_you|Hey, you! What the hell do you want from us?{***}
str_killed_joan_zwiebel|Find and Defeat the party of Joan Zwiebel{***}
str_defeat_tolranian_spymaster|Defeat the Party of the Tolranian Spymaster{***}
str_your_spotting_skill|Your spotting skill has been increased by 1.{***}
str_your_engineer_skill|Your engineer skill has been increased by 1.{***}
str_your_leadership_skill|Your leadership skill has been increased by 1.{***}
str_oksanamun|Oksanamun picked squad of mercenaries. She began to patrol the outskirts of Fountain Hall.{***}
str_escort_elderly_amazon|Escort elderly amazon to the town of {s8}.{***}
str_quest_is_complete_adventurer_s_guildsman|The quest is complete. The customer is satisfied. Return to the Adventurer's Guildsman.{***}
str_sprechen_mit_scouts|Halt! I have heard your name, {playername}! Your audacity is at an end! Surrender or die{***}
str_sprechen_mit_scouts_fac_kingdom_2|Halt! In the name of the Reich, surrender or die!{***}
str_sprechen_mit_scouts_fac_kingdom_3|We shall make this quick. Your blood will stain the sands of our desert.{***}
str_sprechen_mit_scouts_fac_kingdom_4|Well, well! What do we have here? Men, let's kill these trespassers!{***}
str_sprechen_mit_scouts_fac_kingdom_5|May the Queen guide us to victory!{***}
str_what_is_it_my|What is it, my {reg33?Lady:Lord}?{***}
str_yes_what_is_it_|Yes? What is it?{***}
str_yes_what_do_you_wish_my|Yes, what do you wish, my {reg33?Lady:Lord}?{***}
str_nothing_it_s_good|Nothing. It's good to see an ally around here.{***}
str_nothing_i_was_merely|Nothing. I was merely passing by.{***}
str_drop_your_weapons|Drop your weapons. You are being arrested for trespassing on my land.{***}
str_we_have_you_surrounded|We have you surrounded. Surrender and you may live.{***}
str_surrender_or_die|Surrender or die!{***}
str_die_you_sniveling_scum|Die, you sniveling scum!{***}
str_dregs_of_nisaynia|You are the dregs of Nisaynia!{***}
str_dregs_of_saccar|You are the dregs of Saccar!{***}
str_dregs_of_snow|You are the dregs of the snow!{***}
str_dregs_of_desert|You are the dregs of the desert!{***}
str_looking_for_help|Are YOU looking for help? I was sent here by the Guild.{***}
str_replenishment_horde_joined|A group zann wariors joined the {s8}{***}
str_horde_attacks|{s7} attacks the {s8}{***}
str_horde_landed|You hear from travelers that {s7} has landed.{***}
str_there_was_a_rebellion_in|There was a rebellion in {s8}! Allies of {s9} took control over the town.{***}
str_group_of_freelancers_joined|A group of freelancers joined the garrison of {s8} according to the contract{***}
str_freelancers_started_patrolling|A group of freelancers started patrolling around {s8} according to the contract{***}
str_facdeserters|A large group of men have deserted from a local army around {s8}! Look out for them if you can.{***}
str_onishi|Onishi, a captain of the Zann Dynasty, is the leader of the Zann Berserkers. Their goal is to cut a path through all inhabitants of Perisno before the Emperor Zann the Mandate of Heaven arrives, to take the land for the venerable Zann Dynasty.{***}
str_yachamoci| Yachamoci, a general of the Zann Dynasty. Their goal is to cut a path through all inhabitants of Perisno before the Emperor Zann the Mandate of Heaven arrives, to take the land for the venerable Zann Dynasty.{***}
str_nox_of_zephilli|A messenger rides up to you and tells you that a man by the name of Nox of Zephilli has raised an army in the Name Of The One God. He is now roaming the land, gathering support wherever he goes.{***}
str_nibor|Nibor Hood gathered the army. Many peasants are ready to help Nibor Hood's outlaws and overthrow the Tolranian government.{***}
str_lord_ceylius|You hear news that the Lord of the Mercenaries, Lord Ceylius has gathered a band of mercenaries and is now roaming the land, harassing caravans and razing villages wherever they go.{***}
str_zolona|A messenger rides up to you and tells you a nomadic Queen has come from the far deserts and is deciding to stay here in Perisno.{***}
str_ulfhednar|A messenger rides up to you and tells you that an infamous Volheere Raider from Nisaynia has landed with his army of berserkers.{***}
str_zeladeck|A messenger rides up to you and tells you that the Illicans in the mountains of the Reich lands have proclaimed their 'Chosen One' and are now marching for war against the Reich.{***}
str_rafklazan|A messenger rides up to you and tells you that a group of Foreign Invaders under someone called King Rafklazan has landed on the shores of Perisno by accident.{***}
str_queen_aegea|You hear news that the Amazons have rallied under the banner of their proclaimed Queen, Aegea, and are now roaming the land.{***}
str_count_eton|A weary messenger passes by your party, informing you that Count Eton of Lymbar has mustered his forces to reclaim the county of Lymbar for his order of knights.{***}
str_thirdlegion|A messenger rides up to you and tells you that a Third Legion Centurion has rallied his soldiers and are now marching for war.{***}
str_general_ialoch|A messenger rides up to you and tells you that a demonic general by the name of Ialoch has risen his armies and is now roaming the land.{***}
str_dreaded_and_faith|You hear urgent rumors and news from travelers everywhere that something huge has happened between the Grazir Worshippers and the Church of Faith. They say that the two have erupted into a full scale war, and neither side is backing down. Some rumors speak of a large column of light erupting in the mountains near Lille; perhaps the members of the Church of Faith have found themselves a champion.{***}
str_rogue_knight_gathered_an_army_of_mercenaries|Rogue knights gathered an army of mercenaries and began to ravage the outskirts of {s7}.{***}
str_settlers_from_nisaynia_failed_to_find_employers|Settlers from Nisaynia failed to find employers. They gathered into a large group and started raiding the coast near {s7}.{***}
str_several_mercenary_1|Several {s14} failed to find employers. They gathered into a band and began to ravage the outskirts of {s7}.{***}
str_several_mercenary_2|Several {s14} failed to find employers. They formed a band and started raiding the outskirts of {s7}.{***}
str_several_mercenary_3|Several {s14} failed to find employers. They gathered into a large group and began to ravage the outskirts of {s7}.{***}
str_elvarie_highelf_warden_gathered_an_army_of_mercenaries|Several Elintoran Naphali Wardens gathered an army of mercenaries and and began to ravage the outskirts of {s7}.{***}
str_settlers_from_island_of_dragon_failed_to_find_employers|Settlers from the Isle of the Dragon failed to find employers. They gathered into a large group and began to ravage the outskirts of {s7}.{***}
str_settlers_from_old_empire_hakkon_failed_to_find_employers|Settlers from the Old Hakkon Empire failed to find employers. They gathered into a large group and began to ravage the outskirts of {s7}.{***}
str_unhappy_with_the_reign_of|Disloyal nobles of {s17} gathered an army of rebels. They joined {s11} and began to ravage the outskirts of {s7}.{***}
str_korrekturen_fehler_in_der_aufgabe_espada_beowulf_1|You need to talk to Priest Calain whom you can find in Blackfist Castle. He knows where the Biography of Thyceo is. You should also find a hermit at Verlorne Castle. He knows where the Lyre is.{***}
str_korrekturen_fehler_in_der_aufgabe_espada_beowulf_2|You need to find a noble by the name of Galine at Westrey Castle.{***}
str_korrekturen_fehler_in_der_aufgabe_espada_beowulf_3|You need to find the rogue Sekr at Wotin Castle.{***}
str_korrekturen_fehler_in_der_aufgabe_espada_beowulf_4|You need to beat Sekr in the field.{***}
str_korrekturen_fehler_in_der_aufgabe_espada_beowulf_5|You loot the corpse of Sekr and take the lyre that he brought with him. You can now go back and report to Taragith..{***}
str_followers_old_gods|Followers of the Old God{***}
str_followers_new_gods|Followers of the New God{***}
str_lovers_young_witch|Lovers of the Young Witch{***}
str_servants_old_witch|Servants of the Old Witch{***}
str_servants_necromancer|Servants of the Necromancer{***}
str_brotherhood_elf_assassin|Brotherhood of Naphali Assassin{***}
str_group_outcast_dwarfs|Outcasted Dwarves{***}
str_band_outlawed_criminals|Outlawed Criminals{***}
str_band_escaped_prisoners|Escaped Prisoners{***}
str_group_peasant_rebels|Peasant Rebels{***}
str_group_slave_rebellion|Rebel Gladiators{***}
str_s7_mercenary_patrol|{s7} Mercenary Patrol{***}
str_s7_minor_nobles|{s7} Minor Nobles{***}
str_reinforcements_of|Reinforcements of {s17}{***}
str_deserters_of|Deserters of {s17}{***}
str_rogue_knight|Rogue Knight Army{***}
str_settlers_from_nisaynia|Settlers from Nisaynia{***}
str_unemployed_s14|Unemployed {s14}{***}
str_scouts_of|Scouts of {s11}{***}
str_spearhead_of|Spearhead of {s11}{***}
str_escort_of|Escort of {s11}{***}
str_settlers_from_island_of_dragon|Settlers from the Isle of the Dragon{***}
str_settlers_from_old_empire_hakkon|Settlers from the Old Hakkon Empire{***}
str_rebels_army|Rebels of {s17}{***}
str_unemployed_mercenary|Unemployed Mercenaries{***}
str_party_name_mercenary_warband_1|Enraged Mercenary Company{***}
str_party_name_mercenary_warband_2|Band of Deserters{***}
str_party_name_mercenary_warband_3|Group of Demobilized Soldiers{***}
str_party_name_mercenary_warband_4|Rogue Mercenaries{***}
str_0x02|1
str_0x03|2
str_0x04|3
str_0x05|4
str_0x06|5
str_0x07|6
str_0x08|7
str_0x09|8
str_0x0a|9
str_0x0b|0
str_0x1e|A
str_0x30|B
str_0x2e|C
str_0x20|D
str_0x12|E
str_0x21|F
str_0x22|G
str_0x23|H
str_0x17|I
str_0x24|J
str_0x25|K
str_0x26|L
str_0x32|M
str_0x31|N
str_0x18|O
str_0x19|P
str_0x10|Q
str_0x13|R
str_0x1f|S
str_0x14|T
str_0x16|U
str_0x2f|V
str_0x11|W
str_0x2d|X
str_0x15|Y
str_0x2c|Z
str_0x52|Numpad 0
str_0x4f|Numpad 1
str_0x50|Numpad 2
str_0x51|Numpad 3
str_0x4b|Numpad 4
str_0x4c|Numpad 5
str_0x4d|Numpad 6
str_0x47|Numpad 7
str_0x48|Numpad 8
str_0x49|Numpad 9
str_0x45|Num Lock
str_0xb5|Numpad DIVI
str_0x37|Numpad MULT
str_0x4a|Numpad SUBT
str_0x4e|Numpad ADIÇ
str_0x9c|Numpad ENTER
str_0x53|Numpad DEL)
str_0xd2|Insert
str_0xd3|Delete
str_0xc7|Home
str_0xcf|End
str_0xc9|Page Up
str_0xd1|Page Down
str_0xc8|Seta Cima
str_0xd0|Seta Baixo
str_0xcb|Seta Esquerda
str_0xcd|Seta Direita
str_0x3b|F1
str_0x3c|F2
str_0x3d|F3
str_0x3e|F4
str_0x3f|F5
str_0x40|F6
str_0x41|F7
str_0x42|F8
str_0x43|F9
str_0x44|F10
str_0x57|F11
str_0x58|F12
str_0x39|Barra de Espaço
str_0x1c|Enter
str_0x0f|Tab
str_0x0e|Backspace
str_0x1a|[ 
str_0x1b| ] 
str_0x33| < 
str_0x34| > 
str_0x35| ? 
str_0x2b|\
str_0x0d| = 
str_0x0c| -- 
str_0x27|Ponto e vírgula
str_0x28|Apóstrofe
str_0x29|Til
str_0x3a|Caps Lock
str_0x2a|Shift Esquerdo
str_0x36|Shift Direito
str_0x1d|Ctrl Esquerdo
str_0x9d|Ctrl Direito
str_0x38|Alt Esquerdo
str_0xb8|Alt Direito
str_0xe0|Clique Esquerdo
str_0xe1|Clique Direito
str_0xe2|Mouse Botão 3
str_0xe3|Mouse Botão 4
str_0xe4|Mouse Botão 5
str_0xe5|Mouse Botão 6
str_0xe6|Mouse Botão 7
str_0xe7|Mouse Botão 8
str_0xee|Scroll Cima
str_0xef|Scroll Baixo
str_key_no1|Avançar Câmera
str_key_no2|Retroceder Câmera
str_key_no3|Câmera p/ Esquerda
str_key_no4|Câmera p/ Direita
str_key_no5|Câmera p/ Cima
str_key_no6|Câmera p/ Baixo
str_key_no7|BOT Seguinte
str_key_no8|BOT Anterior
str_key_no9|Alterar Modo da Câmera
str_key_no10|Selecionar Ordem 7
str_key_no11|Selecionar Ordem 8
str_key_no12|Selecionar Ordem 9
str_key_no13|Selecionar Ordem 10
str_key_no14|Apoiar Lança
str_key_no15|Chamar Cavalo / Empinar
str_key_no16|Spear Brace{***}
str_key_no17|Golpear com Escudo
str_key_no18|Call Horse{***}
str_camp_overrun| ACANPAMENTO INVADIDO!!! 
