dlga_start:close_window.1|{s3}
dlga_send_reinf_to_fief2:send_reinf_to_fief3|{s12}{***}
dlga_send_reinf_to_fief2:close_window|Never mind.{***}
dlga_send_reinf_to_fief3:send_reinf_to_fief4|Who would you like to send, {s0}?{***}
dlga_send_reinf_to_fief4:send_reinf_to_fief4_1|Hmm...{***}
dlga_send_reinf_to_fief4_1:send_reinf_to_fief5|That will be {reg1} aurums for the food for your soldiers, {s0}.{***}
dlga_send_reinf_to_fief4_1:village_elder_talk|Oh, I see you changed your mind... do you wish something else?{***}
dlga_send_reinf_to_fief5:send_reinf_to_fief6|Here is the money (give {reg1} aurums).{***}
dlga_send_reinf_to_fief5:close_window|Actually, never mind.{***}
dlga_send_reinf_to_fief6:close_window|Thank you, {s0}, I'll provide your soldiers with enough supplies.{***}
dlga_start:send_troops_tweak_party_conv_reply|Greetings, commander!{***}
dlga_send_troops_tweak_party_conv_reply:close_window|You have your orders. Keep moving.{***}
dlga_village_elder_talk:village_elder_ask_enemies|Viu recentemente algum inimigo por aqui?
dlga_village_elder_ask_enemies:village_elder_pretalk|Perdão, {senhor/senhora}. Não vimos nem ouvimos nada sobre bandas de guerra nestas áreas.
dlga_village_elder_ask_enemies:village_elder_tell_enemies|Hum. Deixe-me pensar...
dlga_village_elder_tell_enemies:village_elder_tell_enemies|{s1} {s2}
dlga_village_elder_tell_enemies:village_elder_pretalk|Não, {senhor/senhora}. Já faz algum tempo que não vemos nenhuma banda de guerra nestas áreas.
dlga_village_elder_tell_enemies:village_elder_pretalk.1|Bom, acho que isso é tudo.
dlga_village_elder_talk:village_elder_ask_set_fire|Preciso que provoque um grande incêndio nos arredores desta aldeia.
dlga_village_elder_ask_set_fire:close_window|Já estamos de acordo quanto a isso, {milorde/milady}. Prestarei todo meu esforço. Pode confiar em mim.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_1|Um incêndio, {senhor/senhora}! Mas o fogo é muito perigoso! Por que pretende tal coisa?
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5|Creio que já discutimos este assunto, {milorde/milady}.
dlga_village_elder_ask_set_fire:village_elder_ask_set_fire_5.1|Já negociamos antes sobre isto, {milorde/milady}, e suas ofertas anteriores são muito baixas em comparação ao risco que pretende me fazer correr...
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_2|Eu tenho minhas razões, e você terá as suas... uma bolsa cheia de prata. Fará isso, ou não?
dlga_village_elder_ask_set_fire_1:village_elder_ask_set_fire_explain_plan|Dado o risco que está tomando, você tem o direito de saber meu plano.
dlga_village_elder_ask_set_fire_explain_plan:village_elder_ask_set_fire_2|Quero resgatar um prisioneiro de {s4}. Quando você provocar o incêndio, os guardas de {s4} avistarão a fumaça, e alguns deles não tardarão em sair para ver o que está acontecendo.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_9|Como quiser, {milorde/milady}. Você tem sido um bom amigo desta aldeia e, ainda que exista um grande risco, deveríamos devolver-lhe seus favores. Quando deseja que comece o incêndio?
dlga_village_elder_ask_set_fire_2:close_window|Lamento, {milorde/milady}. Perdoe-me por dizer-lhe isto, mas não temos boas razões para confiar em você. O que nos pede é muito perigoso.
dlga_village_elder_ask_set_fire_2:village_elder_ask_set_fire_3|Como quiser, {milorde/milady}. Mas ao fazer isto, estamos correndo graves riscos. O que você tem para nós?
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_4|Posso dar-lhe 100 denares.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6|Posso dar-lhe 200 denares.
dlga_village_elder_ask_set_fire_3:village_elder_ask_set_fire_6.1|Posso dar-lhe 300 denares.
dlga_village_elder_ask_set_fire_3:close_window|Não importa.
dlga_village_elder_ask_set_fire_4:village_elder_talk|Isso é uma loucura. Não posso assumir esse risco.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_7|Então subamos sua recompensa para 200 denares.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6|Então subamos sua recompensa para 300 denares.
dlga_village_elder_ask_set_fire_5:village_elder_ask_set_fire_6.1|Então subamos sua recompensa para 300 denares. É minha última oferta.
dlga_village_elder_ask_set_fire_5:close_window|Não importa.
dlga_village_elder_ask_set_fire_6:village_elder_ask_set_fire_9|Muito bem. Você está me obrigando a assumir um grave risco para todos, mas assim o farei. Quando deseja que comece o incêndio?
dlga_village_elder_ask_set_fire_7:village_elder_talk|Não posso fazer semelhante coisa por 200 denares.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_10|Continue os preparativos. Em uma hora a partir de agora... necessito desse incêndio.
dlga_village_elder_ask_set_fire_9:village_elder_ask_set_fire_11|Faça isto no toque da meia-noite. Esperarei exatamente uma hora.
dlga_village_elder_ask_set_fire_10:close_window|Muito bem, {milorde/milady}. Faremos nossos preparativos. Agora você faz o seu.
dlga_village_elder_ask_set_fire_11:close_window|Como quiser, {milorde/milady}. Que os céus {o/a} protejam.
dlga_village_elder_talk:village_elder_recruit_start|Poderia haver nesta aldeia jovens interessados em buscar fortuna na guerra?
dlga_village_elder_talk:village_elder_return_to_hylr1|I require a boat, how can I convince you to provide me one?{***}
dlga_village_elder_return_to_hylr1:village_elder_return_to_hylr2|Hmm... perhaps. What's in it for us?{***}
dlga_village_elder_return_to_hylr1:village_elder_pretalk|Forgive me, we do not have any available.{***}
dlga_village_elder_return_to_hylr2:village_elder_return_to_hylr3|I am on a great journey, and must now return home to regain my honor.{***}
dlga_village_elder_return_to_hylr3:village_elder_return_to_hylr11|Hmm... yes. We do have a boat available. I understand your journey of redemption. Please allow us to assist you in your journey, and please do not forget us.{***}
dlga_village_elder_return_to_hylr11:close_window|Thank you. I must leave immediately.{***}
dlga_village_elder_return_to_hylr11:village_elder_pretalk|Thank you. I will speak to you when I am ready.{***}
dlga_village_elder_return_to_hylr2:village_elder_return_to_hylr4|I am on a great journey, and must now return home to regain my honor.{***}
dlga_village_elder_return_to_hylr4:village_elder_return_to_hylr5|Hmm... perhaps, but I do not believe there is anything there for me to provide you a boat for free. I suggest a payment of 5,000 aurums for our boat, and to allow us to purchase food for our village while our boat is gone.{***}
dlga_village_elder_return_to_hylr5:close_window|Very well, I will pay your fee.{***}
dlga_village_elder_return_to_hylr5:village_elder_return_to_hylr7|I do not have the funds to pay this fee.{***}
dlga_village_elder_return_to_hylr7:village_elder_pretalk|Forgive me, but we cannot help you.{***}
dlga_village_elder_return_to_hylr5:village_elder_return_to_hylr8|You will help me, or I will break your bones and burn your village.{***}
dlga_village_elder_return_to_hylr5:village_elder_pretalk|Very well. I will speak to you when I am ready.{***}
dlga_village_elder_return_to_hylr8:close_window|Please! We will help you! Do not harm us! Just take the boat and leave!{***}
dlga_village_elder_talk:close_window|[Deixar]
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2|Temos {reg5} cabeças de gado, cada uma por {reg6} denares. Quantas quer comprar?
dlga_village_elder_buy_cattle:village_elder_buy_cattle_2.1|Temo que não nos restam gado na aldeia, {senhor/senhora}.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete|Uma.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.1|Duas.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.2|Três.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.3|Quatro.
dlga_village_elder_buy_cattle_2:village_elder_buy_cattle_complete.4|Cinco.
dlga_village_elder_buy_cattle_2:village_elder_pretalk|Não importa.
dlga_village_elder_buy_cattle_complete:village_elder_pretalk|Direi aos pastores que reúnam os animais e os tragam para você, {senhor/senhora}. Asseguro que esta compra {o/a} deixará completamente satisfeit{o/a}.
dlga_village_elder_recruit_start:village_elder_talk|Não creio que alguém se interesse, {senhor/senhora}. Há algo mais que possa fazer por você?
dlga_village_elder_recruit_start:village_elder_recruit_decision|Já que perguntou, ocorre-me que há {reg5} que eu suponho {reg7?que possam:que pode} se interessar. Você pode pagar 10 denares {reg7?pelo equipamento de cada um:pelo equipamento dele}. Parece bom para você?
dlga_village_elder_recruit_decision:village_elder_pretalk|{reg7?Diga a eles:Diga a ele} que tudo deve estar preparado imediatamente.
dlga_village_elder_recruit_decision:village_elder_pretalk.1|Não, agora não.
dlga_village_elder_active_mission_1:village_elder_active_mission_2|Sim, {senhor/senhora}, tem feito progressos?
dlga_village_elder_active_mission_2:village_elder_deliver_grain_thank|Certamente que sim. Trouxe {reg5} sacos de trigo.
dlga_village_elder_deliver_grain_thank:village_elder_deliver_grain_thank_2|{Meu bom senhor/Minha boa dama}. Você nos salvou da fome e do desespero. Não temos como agradecê-l{o/a} o suficiente, mas você sempre estará presente em nossas orações. A aldeia de {s13} nunca esquecerá o que fez por nós.
dlga_village_elder_deliver_grain_thank_2:village_elder_talk|{Meu bom senhor/Minha boa dama}, diga-me, há algo que eu possa fazer por você?
dlga_village_elder_active_mission_2:village_elder_active_mission_3|Ainda estou trabalhando nisso.
dlga_village_elder_active_mission_2:village_elder_mission_failed|Acho que não poderei concluir esta missão.
dlga_village_elder_active_mission_3:village_elder_pretalk|Obrigado, {senhor/senhora}. Rezamos por seu sucesso todos os dias.
dlga_village_elder_mission_failed:village_elder_pretalk|Ah, que lástima ouvir isso, {senhor/senhora}. Tentarei pensar em outra coisa.
dlga_village_elder_request_mission_ask:village_elder_pretalk|Bem, {senhor/senhora}, você já tem uma tarefa na qual vai nos ajudar. Não podemos pedir-lhe mais.
dlga_village_elder_request_mission_ask:village_elder_pretalk.1|No {s0}, We don't have any other tasks for you.{***}
dlga_village_elder_request_mission_ask:village_elder_tell_mission|Um trabalho?
dlga_village_elder_tell_mission:village_elder_tell_deliver_grain_mission|{Meu bom senhor/Minha boa senhora}, nossa aldeia tem passado tantas dificuldades nestes últimos tempos. A colheita foi ruim, e recentemente um grupo de bandidos sem piedade roubou todo o trigo que havíamos reservado para a temporada de plantio. Se não encontrarmos trigo logo, não teremos nada para plantar em nossos campos e ano que vem não teremos nada para comer. Se puder nos ajudar, ficaríamos para sempre em dívida com você.
dlga_village_elder_tell_deliver_grain_mission:village_elder_tell_deliver_grain_mission_2|Hum. De quantos sacos de trigo necessita?
dlga_village_elder_tell_deliver_grain_mission:village_elder_deliver_grain_mission_reject|Não tenho tempo para isto. Peça ajuda a outro.
dlga_village_elder_tell_deliver_grain_mission_2:village_elder_tell_deliver_grain_mission_3|Creio que {reg5} sacos de trigo são suficientes para começar a plantar. Espero que possamos encontrar pessoas caridosas que nos ajudem com o resto.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_accept|Nesse caso, irei procurar o trigo de que necessita.
dlga_village_elder_tell_deliver_grain_mission_3:village_elder_deliver_grain_mission_reject|Temo que não tenho tempo para isto. Você terá que encontrar ajuda em outro lugar.
dlga_village_elder_deliver_grain_mission_accept:close_window|Obrigado, {senhor/senhora}. Rezaremos por você dia e noite.
dlga_village_elder_deliver_grain_mission_reject:close_window|Sim, {senhor/senhora}, claro. Sinto tê-l{o/a} importunado com nossos problemas.
dlga_village_elder_tell_mission:village_elder_tell_train_peasants_against_bandits_mission|Estamos sofrendo muito nas mãos de um grupo de bandidos. Eles nos tiram nossa comida e nosso gado, e matam todos que não lhes obedeçam de imediato. Nossos homens estão furiosos porque não podemos nos defender, mas somos apenas simples camponeses... Contudo, com alguma ajuda, creio que parte de nossa gente poderia chegar a ser mais do que isso. Só precisamos de alguém com experiência na guerra que nos ensine como lutar.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_accept|Eu posso ensiná-los a se defender.
dlga_village_elder_tell_train_peasants_against_bandits_mission:village_elder_train_peasants_against_bandits_mission_reject|Camponeses não são feitos para portar armas. Basta pagar os bandidos e saírem.
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|Fará isso? Oh, esplêndido! Ficaríamos enormemente gratos, {senhor/senhora}. Indicarei as pessoas da aldeia que se reúnam aqui para receber as lições. Se puder ensinar-nos a nos defender, prometo que receberá tudo o que pudermos lhe dar em troca de seu esforço.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|Sim, naturalmente, {senhor/senhora}. Obrigado por seu conselho.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|Os bandidos levaram nosso gado. Nossos pastos estão vazios. Se tivéssemos algumas poucas cabeças de gado, poderíamos começar a criar um rebanho novamente.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|De quantos animais necessita?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|Não tenho tempo para isto. Peça ajuda a outro.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|Creio que {reg5} cabeças serão suficientes para um pequeno rebanho.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|Então lhe trarei o gado de que precisa.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|Temo que não tenho tempo para isto. Terá que pedir ajuda em outro lugar.
